LKQ code;IC - konkurenční kód;Název;oe;Typ auta;Výskyt registrovaných aut na trhu;EAN;Odhad prodeje 2026
ST-AFD42118-R;6504-04-9569314P;P přední blatník;7LA821102;VOLKSWAGEN | TRANSPORTER T6 / CARAVELLE T6 bus (SGB, SGJ, SHB, SHJ) [04\15-08\24] | 2.0 TDI (1968ccm\103kW\140HP) [04\15-12\19];5091;99H47R;122
ST-AFD42122-1L;6504-04-9588313P;L přední blatník;5NA821105E;VOLKSWAGEN | TIGUAN (AD1, AX1) [01\16-04\24] | 1.4 eHybrid (1395ccm\180kW\245HP) [11\20-04\24];4971;VG10124AL;99
ST-AFD42122-L;6504-04-9588315P;L přední blatník;5NA821105C;VOLKSWAGEN | TIGUAN (AD1, AX1) [01\16-04\24] | 1.4 eHybrid (1395ccm\180kW\245HP) [11\20-04\24];20;VG66A02CL;1
ST-AFD42122-R;6504-04-9588314P;P přední blatník;5NA821106D;VOLKSWAGEN | TIGUAN (AD1, AX1) [01\16-04\24] | 1.4 eHybrid (1395ccm\180kW\245HP) [11\20-04\24];4971;VG10124AR;99
ST-AFD44940-1L;6504-04-9056311PP;L přední blatník;32277012;VOLVO | XC40 (536) [10\17-] | B3 Mild-Hybrid (1969ccm\120kW\163HP) [01\22-];608;VV38A02BL;5
ST-AFD44940-L;6504-04-9056311P;L přední blatník;31651217;VOLVO | XC40 (536) [10\17-] | B3 Mild-Hybrid (1969ccm\120kW\163HP) [01\22-];608;VV38A02AL;5
ST-AFD44950-R;6504-04-9024312P;P přední blatník;31468171;VOLVO | S60 III (224) [02\19-] | B3 MHEV (1969ccm\120kW\163HP) [03\20-12\23];715;99G82R;6
ST-AFD68370-L;6504-04-3209311P;L přední blatník;68465273AB;JEEP | GRAND CHEROKEE L V (WL) [05\21-] | 2.0 4xe Plug-in Hybrid (1995ccm\280kW\381HP) [05\21-];5;99H29L;1
ST-AFD74970-L;6504-04-2915311P;L přední blatník;60260T20A00ZZ;HONDA | CIVIC X hatchback (FC_, FK) [09\16-] | 1.0 VTEC (988ccm\93kW\126HP) [07\18-12\22];1103;99H25L;18
ST-AFD74970-R;6504-04-2915312P;P přední blatník;60210T20A00ZZ;HONDA | CIVIC X hatchback (FC_, FK) [09\16-] | 1.0 VTEC (988ccm\93kW\126HP) [07\18-12\22];1103;99H25R;18
ST-AFD76840-L;6504-04-3187311P;L přední blatník;66311N9000;HYUNDAI | TUCSON (NX4E, NX4A) [10\20-] | 1.6 CRDi (1598ccm\85kW\116HP) [11\20-];539;HN10095BL;9
ST-AFD76840-R;6504-04-3187312P;P přední blatník;66321N9000;HYUNDAI | TUCSON (NX4E, NX4A) [10\20-] | 1.6 CRDi (1598ccm\85kW\116HP) [11\20-];539;HN10095BR;9
ST-AFD76860-L;6504-04-3183311P;L přední blatník;66310S2000;HYUNDAI | SANTA FE IV (TM, TMA) [02\18-] | 1.6 T-GDI Hybrid (1598ccm\169kW\230HP) [08\20-];518;HN64A02AL;8
ST-AFD76860-R;6504-04-3183312P;P přední blatník;66320S2000;HYUNDAI | SANTA FE IV (TM, TMA) [02\18-] | 1.6 T-GDI Hybrid (1598ccm\169kW\230HP) [08\20-];518;HN64A02AR;8
ST-AFD78700-1L;6504-04-1618315P;L přední blatník;66311AT000;KIA | NIRO II (SG2) [01\22-] | 1.6 GDi Hybrid (1580ccm\104kW\141HP) [04\22-];10;KA10068AL;1
ST-AFD78700-1R;6504-04-1618316P;P přední blatník;66321AT000;KIA | NIRO II (SG2) [01\22-] | 1.6 GDi Hybrid (1580ccm\104kW\141HP) [04\22-];10;KA10068AR;1
ST-AFD78700-L;6504-04-1618317P;L přední blatník;66310AT500;KIA | NIRO II (SG2) [01\22-] | 1.6 GDi Plug-in Hybrid (1580ccm\126kW\171HP) [05\24-];6;KA10068BL;1
ST-AFD80410-L;6504-04-3457313P;L přední blatník;N12152210;MAZDA | MX-5 III (NC) [03\05-12\14] | 1.8 (NC18) (1798ccm\93kW\126HP) [03\05-12\14];971;MZ10064BL;16
ST-AFD82860-L;6504-04-3713313P;L přední blatník;5220AT67;MITSUBISHI | SPACE STAR / MIRAGE hatchback (A0_A) [01\12-] | 1.2 (1193ccm\52kW\71HP) [08\20-];69;MB00A02BL;1
ST-AFD82860-R;6504-04-3713314P;P přední blatník;5220AT68;MITSUBISHI | SPACE STAR / MIRAGE hatchback (A0_A) [01\12-] | 1.2 (1193ccm\52kW\71HP) [08\20-];69;MB00A02BR;1
ST-AFD84310-1L;6504-04-1620311P;L přední blatník;F31016UAMA;NISSAN | QASHQAI III (J12) [04\21-] | 1.3 DIG-T (1332ccm\103kW\140HP) [04\21-];68;DS10259AL;1
ST-AFD84310-1R;6504-04-1620312P;P přední blatník;F31006UAMA;NISSAN | QASHQAI III (J12) [04\21-] | 1.3 DIG-T (1332ccm\103kW\140HP) [04\21-];68;DS10259AR;1
ST-AFD84310-L;6504-04-1620311P;L přední blatník;F31016UAMA;NISSAN | QASHQAI III (J12) [04\21-] | 1.3 DIG-T (1332ccm\103kW\140HP) [04\21-];68;DS7KA02BL;1
ST-AFD84310-R;6504-04-1620312P;P přední blatník;F31006UAMA;NISSAN | QASHQAI III (J12) [04\21-] | 1.3 DIG-T (1332ccm\103kW\140HP) [04\21-];68;DS7KA02BR;1
ST-AFD90112-L;6504-04-8141312P;L přední blatník;53801K1010;TOYOTA | COROLLA Cross (ZVG1_, ZSG1_, MXGH1_, MXGA1_) [07\20-] | 1.8 (ZSG10) (1798ccm\103kW\140HP) [07\20-];48;99H31L;1
ST-AFD90112-R;6504-04-8141311P;P přední blatník;538010A010;TOYOTA | COROLLA Cross (ZVG1_, ZSG1_, MXGH1_, MXGA1_) [07\20-] | 1.8 (ZSG10) (1798ccm\103kW\140HP) [07\20-];48;99H31R;1
ST-AFD90118-R;6504-04-8169312P;P přední blatník;53801AQ010;#NENÍ_K_DISPOZICI;0;TY40B02AR;0
ST-AFD90950-2L;6504-04-8197311Q;L přední blatník;5380247080;TOYOTA | PRIUS PLUS (_W4_) [05\11-] | 1.8 Hybrid (ZVW40W, ZVW41W) (1798ccm\100kW\136HP) [05\11-];131;TY10334AL;1
ST-AFD90950-2R;6504-04-8197312Q;P přední blatník;5380147060;TOYOTA | PRIUS PLUS (_W4_) [05\11-] | 1.8 Hybrid (ZVW40W, ZVW41W) (1798ccm\100kW\136HP) [05\11-];131;TY10334AR;1
ST-AFF14720-1L;5703-04-0082423P;L zadní plastový lem blatníku;51777332339;BMW | X1 (F48) [11\14-12\22] | sDrive 16 d (1496ccm\85kW\116HP) [11\14-05\22];3384;UBI02-12151;34
ST-AFF14720-1R;5703-04-0082424P;P zadní plastový lem blatníku;51777332340;BMW | X1 (F48) [11\14-12\22] | sDrive 16 d (1496ccm\85kW\116HP) [11\14-05\22];3384;UBI02-12152;34
ST-AFF14720-L;5703-04-0082421P;L lem předního blatníku;51777332337;BMW | X1 (F48) [11\14-12\22] | sDrive 16 d (1496ccm\85kW\116HP) [11\14-05\22];3384;BM01018MAL;34
ST-AFF14720-R;5703-04-0082422P;P lem předního blatníku;51777332338;BMW | X1 (F48) [11\14-12\22] | sDrive 16 d (1496ccm\85kW\116HP) [11\14-05\22];3384;BM01018MAR;34
ST-AFF17201-2L;5703-08-1303377P;L přední plastový lem blatníku;638751431R;DACIA | LOGAN II [10\12-] | 1.0 LPG (999ccm\74kW\101HP) [11\19-];30289;PH-DA-SANP33;848
ST-AFF17201-2R;5703-08-1303378P;P lem předního blatníku;638747990R;DACIA | LOGAN II [10\12-] | 1.0 LPG (999ccm\74kW\101HP) [11\19-];30289;PH-DA-SANP34;848
ST-AFF17201-3L;5703-04-1303595P;L zadní plastový lem blatníku;788A31751R;DACIA | LOGAN MCV II [02\13-] | 1.2 (1149ccm\54kW\73HP) [05\15-];20020;P2H-DA-SANP33;561
ST-AFF17201-3R;5703-04-1303596P;P zadní plastový lem blatníku;788A27813R;DACIA | LOGAN MCV II [02\13-] | 1.2 (1149ccm\54kW\73HP) [05\15-];20020;P2H-DA-SANP34;561
ST-AFF17220-1R;5703-05-1307924P;P zadní plastový lem blatníku;788A28246R;DACIA | SANDERO III [01\21-] | 1.0 SCe 65 (999ccm\49kW\67HP) [01\21-];501;P2H-DA-SANP52;8
ST-AFF17220-L;5703-05-1307921P;L přední plastový lem blatníku;638138150R;DACIA | SANDERO III [01\21-] | 1.0 SCe 65 (999ccm\49kW\67HP) [01\21-];501;PH-DA-SANP51;8
ST-AFF17220-R;5703-05-1307922P;P lem předního blatníku;638123878R;DACIA | SANDERO III [01\21-] | 1.0 SCe 65 (999ccm\49kW\67HP) [01\21-];501;PH-DA-SANP52;8
ST-AFF28930-1L;6601-02-3531423P;L lišta zadního blatníku;2538850722;MERCEDES-BENZ | GLC (X253) [06\15-06\22] | 220 d 4-matic (253.905, 253.903) (2143ccm\125kW\170HP) [06\15-04\19];1865;BZ17031AL;15
ST-AFF28930-1R;6601-02-3531424P;P lišta zadního blatníku;2538850822;MERCEDES-BENZ | GLC (X253) [06\15-06\22] | 220 d 4-matic (253.905, 253.903) (2143ccm\125kW\170HP) [06\15-04\19];1865;BZ17031AR;15
ST-AFF28930-L;6601-02-3531421P;L lem předního blatníku;2538850522;MERCEDES-BENZ | GLC (X253) [06\15-06\22] | 200 (253.942) (1991ccm\135kW\184HP) [06\16-04\19];2193;BZ17030AL;22
ST-AFF28930-R;6601-02-3531422P;P lem předního blatníku;2538850622;MERCEDES-BENZ | GLC (X253) [06\15-06\22] | 200 (253.942) (1991ccm\135kW\184HP) [06\16-04\19];2193;BZ17030AR;22
ST-AFF29120-L;5703-04-4001595P;L lišta zadního blatníku;51777157105;MINI | MINI COUNTRYMAN (R60) [08\10-10\16] | Cooper (1598ccm\85kW\115HP) [08\10-10\16];1174;BM0401-172CL;14
ST-AFF29120-R;5703-04-4001596P;P lišta zadního blatníku;51777157106;MINI | MINI COUNTRYMAN (R60) [08\10-10\16] | Cooper (1598ccm\85kW\115HP) [08\10-10\16];1174;BM0401-172CR;14
ST-AFF29210-L;5703-08-4002377P;L přední plastový lem blatníku;51774824397;MINI | MINI 3dv. (F56) [12\13-] | Cooper (1499ccm\100kW\136HP) [12\13-];1510;AT01006MAL;18
ST-AFF29210-R;5703-08-4002378P;P lem předního blatníku;51774824398;MINI | MINI 3dv. (F56) [12\13-] | Cooper (1499ccm\100kW\136HP) [12\13-];1425;AT01006MAR;17
ST-AFF34690-1L;5703-08-5518374P;L zadní plastový lem blatníku;98233005XY;PEUGEOT | 208 II (UB_, UP_, UW_, UJ_) [06\19-] | 1.2 PureTech 100 (1199ccm\74kW\101HP) [06\19-];266;P2H-208191;2
ST-AFF34690-1R;5703-08-5518374P;P zadní plastový lem blatníku;98247224XY;PEUGEOT | 208 II (UB_, UP_, UW_, UJ_) [06\19-] | 1.2 PureTech 100 (1199ccm\74kW\101HP) [06\19-];266;P2H-208192;2
ST-AFF34690-L;5703-08-5518374P;L přední plastový lem blatníku;98233011XY;PEUGEOT | 208 II (UB_, UP_, UW_, UJ_) [06\19-] | 1.2 PureTech 100 (1199ccm\74kW\101HP) [06\19-];266;PH-208191;2
ST-AFF34710-L;5703-04-5509421P;L přední plastový lem blatníku;98257364XT;PEUGEOT | 2008 II (UD_, US_, UY_, UJ_, UR_, UC_) [08\19-] | 1.2 Hybrid 136 (URHPYC, USHPY) (1199ccm\100kW\136HP) [11\23-];105;PH-2008191;1
ST-AFF34710-R;5703-04-5509422P;P lem předního blatníku;98257366XT;PEUGEOT | 2008 II (UD_, US_, UY_, UJ_, UR_, UC_) [08\19-] | 1.2 Hybrid 136 (URHPYC, USHPY) (1199ccm\100kW\136HP) [11\23-];105;PH-2008192;1
ST-AFF36104-1L;5703-08-6013373P;L zadní plastový lem blatníku;788A35655R;RENAULT | CAPTUR II (HF_) [01\20-] | Blue dCi 115 (HFAD) (1461ccm\85kW\116HP) [01\20-];299;P2H-RCT31;2
ST-AFF36104-1R;5703-08-6013374P;P zadní plastový lem blatníku;788A20700R;RENAULT | CAPTUR II (HF_) [01\20-] | Blue dCi 115 (HFAD) (1461ccm\85kW\116HP) [01\20-];299;P2H-RCT32;2
ST-AFF36104-L;5703-08-6013371P;L přední plastový lem blatníku;638132148R;RENAULT | CAPTUR II (HF_) [01\20-] | 1.0 TCe LPG (HFM6) (999ccm\67kW\91HP) [01\21-];314;PH-RCT31;3
ST-AFF36104-R;5703-08-6013372P;P lem předního blatníku;638127184R;RENAULT | CAPTUR II (HF_) [01\20-] | 1.0 TCe LPG (HFM6) (999ccm\67kW\91HP) [01\21-];314;PH-RCT32;3
ST-AFF36940-L;5703-06-6089573PP;L zadní plastový lem blatníku;4421227;NISSAN | INTERSTAR Dodávka (X62B) [11\21-] | dCi 110 (2298ccm\81kW\110HP) [11\21-];4828;100.17868;97
ST-AFF36940-R;5703-06-6089574PP;P zadní plastový lem blatníku;4421230;NISSAN | INTERSTAR Dodávka (X62B) [11\21-] | dCi 110 (2298ccm\81kW\110HP) [11\21-];4828;100.17869;97
ST-AFF42660-1L;5703-04-9588421P;L zadní plastový lem blatníku;5NN854819A;VOLKSWAGEN | TIGUAN (5N_) [09\07-07\18] | 1.4 TSI (1390ccm\110kW\150HP) [05\08-07\18];25039;UKU02-12151;701
ST-AFF42660-1R;5703-04-9588422P;P zadní plastový lem blatníku;5NN854820A;VOLKSWAGEN | TIGUAN (5N_) [09\07-07\18] | 1.4 TSI (1390ccm\110kW\150HP) [05\08-07\18];25039;UKU02-12152;701
ST-AFF42660-2R;5703-08-9588374P;P lem předního blatníku;5NA854732A9B9;VOLKSWAGEN | TIGUAN (AD1, AX1) [01\16-04\24] | 1.4 eHybrid (1395ccm\180kW\245HP) [11\20-04\24];4961;UKU02-12222;99
ST-AFF76230-L;5703-04-9080420P;L přední plastový lem blatníku;87711J9000;HYUNDAI | KONA  (OS) [06\17-] | 1.0 T-GDi (998ccm\88kW\120HP) [07\17-];1268;HN30A23AL;20
ST-AFF76230-R;5703-04-9080422P;P lem předního blatníku;87712J9000;HYUNDAI | KONA  (OS) [06\17-] | 1.0 T-GDi (998ccm\88kW\120HP) [07\17-];1268;HN30A23AR;20
ST-AFF80790-L;5703-04-3496591P;L lišta zadního blatníku;KB7W51W60B;MAZDA | CX-5 (KF) [11\16-] | 2.0 (1998ccm\110kW\150HP) [03\18-];2408;MZ01007MAL;48
ST-AFF88330-L;5703-08-6826375P;L lišta předního blatníku;7722054P005PK;SUZUKI | VITARA (LY) [02\15-] | 1.4 T (APK414) (1373ccm\103kW\140HP) [09\15-];8189;18-5403L;197
ST-AFF88330-R;5703-08-6826376P;P lišta předního blatníku;7721054P005PK;SUZUKI | VITARA (LY) [02\15-] | 1.4 T (APK414) (1373ccm\103kW\140HP) [09\15-];8189;18-5403R;197
ST-AFF89100-1L;5703-08-7706373P;L zadní plastový lem blatníku;149418700B;TESLA | MODEL Y (5YJY) [03\19-] | EV (ccm\192kW\261HP) [03\19-];78;ADY01-12151;1
ST-AFF89100-1R;5703-08-7706374P;P zadní plastový lem blatníku;149418800B;TESLA | MODEL Y (5YJY) [03\19-] | EV (ccm\192kW\261HP) [03\19-];78;ADY01-12152;1
ST-AFF89100-L;5703-08-7706371P;L přední plastový lem blatníku;149418500B;TESLA | MODEL Y (5YJY) [03\19-] | EV (ccm\192kW\261HP) [03\19-];78;ADY01-12121;1
ST-AFF89100-R;5703-08-7706372P;P lem předního blatníku;149418600B;TESLA | MODEL Y (5YJY) [03\19-] | EV (ccm\192kW\261HP) [03\19-];78;ADY01-12122;1
ST-AFH12680-L;7802-03-0030381P;L držák předního blatníku;8W0821135B;#NENÍ_K_DISPOZICI;0;AD34A20DL;0
ST-AFH12680-R;7802-03-0030382P;P držák předního blatníku;8W0821136B;#NENÍ_K_DISPOZICI;0;AD34A20DR;0
ST-AFH12710-L;7802-03-0036381P;L držák předního blatníku;80A821131ASTL;#NENÍ_K_DISPOZICI;0;ADT452Q2L;0
ST-AFH14720-L;7802-03-0082381P;L držák předního blatníku;41007427129;#NENÍ_K_DISPOZICI;0;BM12055AL;0
ST-AFH14720-R;7802-03-0082382P;P držák předního blatníku;41007427130;#NENÍ_K_DISPOZICI;0;BM12055AR;0
ST-AFH14850-L;7802-03-0024381P;L držák předního blatníku;41009629117;#NENÍ_K_DISPOZICI;0;BM12072AL;0
ST-AFH14850-R;7802-03-0024382P;P držák předního blatníku;41009629118;#NENÍ_K_DISPOZICI;0;BM12072AR;0
ST-AFH36104-L;7802-03-6013381P;L držák předního blatníku;625B53292R;#NENÍ_K_DISPOZICI;0;RN0FA20AL;0
ST-AFH36104-R;7802-03-6013382P;P držák předního blatníku;625B49903R;#NENÍ_K_DISPOZICI;0;RN0FA20AR;0
ST-AFH36880-L;7802-03-6034383P;L držák předního blatníku;620424972R;#NENÍ_K_DISPOZICI;0;RN0F20CL;0
ST-AFH36880-R;7802-03-6034384P;P držák předního blatníku;620428853A;#NENÍ_K_DISPOZICI;0;RN0F20CR;0
ST-AFH42870-L;7802-03-9516381P;L držák předního blatníku;1S0821141;#NENÍ_K_DISPOZICI;0;VG0020BL;0
ST-AFH42870-R;7802-03-9516382P;P držák předního blatníku;1S0821142A;#NENÍ_K_DISPOZICI;0;VG0020BR;0
ST-AFH78680-L;7802-03-3297381P;L držák předního blatníku;66313DW000;#NENÍ_K_DISPOZICI;0;KI53C20BL;0
ST-AFH78680-R;7802-03-3297382P;P držák předního blatníku;66323DW000;#NENÍ_K_DISPOZICI;0;KI53C20BR;0
ST-AFK34780-1;5703-06-0554570P;P+L sada plastových lemů zd. blatníků;1633558980;PEUGEOT | RIFTER [09\18-] | 1.2 PureTech 110 (1199ccm\81kW\110HP) [09\18-];1973;P2H-RF18R;32
ST-AFP12430-2;6502-08-0047202P;přední čelo;8XA805594B;AUDI | A1 (8X1, 8XK) [05\10-09\19] | 1.6 TDI (1598ccm\66kW\90HP) [03\11-04\15];405;AD0253-070AB;2
ST-AFP14580-1;6502-08-0064200P;příčka předního čela - hlíníková;51647422285;BMW | 3 (G20, G80, G28) [11\18-] | 316 d (1995ccm\85kW\116HP) [11\20-];855;BM31A11A;7
ST-AFP14720;6502-08-0082200P;přední čelo;51647301592;BMW | 2 Active Tourer (F45) [11\13-10\21] | 214 d (1496ccm\70kW\95HP) [07\14-02\18];7533;MN00A11A;90
ST-AFP14820;6502-08-0070204P;přední čelo;51648491817;BMW | 4 cabrio (G23, G83) [11\20-] | 420 d Mild-Hybrid (1995ccm\120kW\163HP) [11\20-];60;BM30043A;1
ST-AFP16690;6502-08-0554200P;přední čelo - horní část;9830512680;CITROËN | BERLINGO (ER_, EC_) [06\18-] | 1.2 PureTech 110 (1199ccm\81kW\110HP) [06\18-];8081;UCP15-39113;194
ST-AFP17220;6502-08-1307200P;přední čelo;625123443R;DACIA | SANDERO III [01\21-] | 1.0 SCe 65 (999ccm\49kW\67HP) [01\21-];501;10IFR0110392;8
ST-AFP18970-R;6508-05-2098242P;P držák předního čelo;1388250080;CITROËN | JUMPY dodávka (V_) [04\16-] | 1.5 BlueHDi 100 (1499ccm\75kW\102HP) [06\18-];19188;FT30029BR;537
ST-AFP28940;6502-08-3549200P;přední čelo;9108800500;MERCEDES-BENZ | SPRINTER 3,5-t dodávka (907, 910) [02\18-] | 311 CDI (910.631, 910.633) (2143ccm\84kW\114HP) [02\18-12\21];1025;BZ0855-070AA;8
ST-AFP29120-2;6502-08-4001206P;přední čelo;51647248799;MINI | MINI (R56) [11\05-01\14] | Cooper (1598ccm\85kW\115HP) [09\06-11\13];847;AT03005A;10
ST-AFP32980-1;6502-08-5034200P;přední čelo;42496075;OPEL | MOKKA / MOKKA X (J13) [06\12-12\19] | 1.4 (_76) (1364ccm\103kW\140HP) [04\13-12\19];5160;BK69A11A;124
ST-AFP32990-R;5410-01-5509244P;P držák předního čela;9823980280;DS automobiles | DS 3 / DS 3 CROSSBACK (UR_, UC_, UJ_) [10\18-] | 1.2 PureTech 100 (URHNKK, URHNEK) (1199ccm\74kW\101HP) [10\18-];782;PG14A12AR;9
ST-AFP36490;6502-08-6092200P;přední čelo;625000232R;RENAULT | MASTER III bus (JV) [02\11-] | 2.3 dCi 100 FWD (JV0A, JV0B, JV0G, JV0H) (2298ccm\74kW\101HP) [02\11-];6416;65281990;154
ST-AFP40320-1;6502-08-7529200P;přední čelo;57A805588E;ŠKODA | KAROQ (NU7, ND7) [07\17-] | 1.0 TSI (999ccm\81kW\110HP) [09\20-];18454;SDS60432Q2;517
ST-AFP42310;6502-08-9565200P;přední čelo;7C0805588;MAN | TGE bus [02\17-] | 2.0 TDI (1968ccm\103kW\140HP) [02\17-];1404;WW0842-070AA;17
ST-AFP42430;6502-08-0395202P;přední čelo;2GA805588A;VOLKSWAGEN | T-ROC (A11, D11) [07\17-] | 1.0 TSI (999ccm\85kW\116HP) [07\17-11\20];147;VG03059A;1
ST-AFP42430-1;6502-08-0395201P;přední čelo;2GA805588K;VOLKSWAGEN | T-ROC (A11, D11) [07\17-] | 1.0 TSI (999ccm\81kW\110HP) [09\20-];999;95951790;16
ST-AFP44940;6502-08-9056200P;přední čelo;31356740;VOLVO | XC40 (536) [10\17-] | B3 Mild-Hybrid (1969ccm\120kW\163HP) [01\22-];608;VV38A11A;5
ST-AFP76230;6502-08-9080200P;přední čelo;64101J9000;HYUNDAI | KONA (OS, OSE, OSI) [06\17-04\23] | 1.0 T-GDi (998ccm\88kW\120HP) [07\17-04\23];1368;HNS60356Q1;22
ST-AFP76840;6502-08-3187200P;přední čelo;64101N9000;HYUNDAI | TUCSON (NX4E, NX4A) [10\20-] | 1.6 CRDi (1598ccm\100kW\136HP) [11\20-];576;HN03053A;9
ST-AFP90111;6508-05-8140265GP;přední čelo;5320802260;TOYOTA | COROLLA combi (_E21_) [02\19-] | 1.2 (NRE210) (1197ccm\85kW\116HP) [02\19-];1433;TYS60523Q2;23
ST-AFP90115;6508-05-8103240P;přední čelo - horní příčka;532050H040;TOYOTA | AYGO X (_B7_) [03\22-] | 1.0 VVT-i (KGB70) (998ccm\53kW\72HP) [03\22-];67;TY00B11A;1
ST-AFP90170-1;6508-05-8182265P;přední čelo;53208F4900;TOYOTA | C-HR (NGX1, NGX5_, ZYX1_) [10\16-] | 1.2 (NGX10_, NGX10R) (1197ccm\85kW\116HP) [10\16-];3355;TYS60264-1Q2;67
ST-AFP90170-L;6508-05-8182263P;L držák předního čela;53203F4900;TOYOTA | C-HR (NGX1, NGX5_, ZYX1_) [10\16-] | 1.2 (NGX10_, NGX10R) (1197ccm\85kW\116HP) [10\16-];3355;TYS60269Q2L;67
ST-AFP90170-R;6508-05-8182264P;P držák předního čelo;53202F4900;TOYOTA | C-HR (NGX1, NGX5_, ZYX1_) [10\16-] | 1.2 (NGX10_, NGX10R) (1197ccm\85kW\116HP) [10\16-];3355;TYS60269Q2R;67
ST-AFS14700-L;5703-08-0070371P;L lišta blatníku;51747381993;BMW | 4 cabrio (F33, F83) [10\13-08\20] | 420 d (1995ccm\120kW\163HP) [11\13-07\20];2089;33-5611L;21
ST-AFS14700-R;5703-08-0070372P;P lišta předního blatníku;51747381994;BMW | 4 cabrio (F33, F83) [10\13-08\20] | 420 d (1995ccm\120kW\163HP) [11\13-07\20];2089;33-5611R;21
ST-AFS14750-2L;5703-08-0097375P;L lišta předního blatníku;51137418607;BMW | X3 (G01, F97, G08) [07\17-] | iX3 (ccm\210kW\286HP) [09\20-];1090;BM3BA0FBL;9
ST-AFS14750-2R;5703-08-0097376P;P lišta předního blatníku;51137418608;BMW | X3 (G01, F97, G08) [07\17-] | iX3 (ccm\210kW\286HP) [09\20-];1090;BM3BA0FBR;9
ST-AFS14750-L;5703-08-0097377P;L lišta předního blatníku;51137418605;BMW | X3 (G01, F97, G08) [07\17-] | iX3 (ccm\210kW\286HP) [09\20-];1090;BM3BA0FAL;9
ST-AFS14780-L;5703-08-0068371P;L lišta blatníku;51747439013;BMW | 5 (G30, F90) [09\16-] | 518 d (1995ccm\100kW\136HP) [07\18-06\20];3433;33-5612BMD-L;34
ST-AFS14780-R;5703-08-0068372P;P lišta blatníku;51747439014;BMW | 5 (G30, F90) [09\16-] | 518 d (1995ccm\100kW\136HP) [07\18-06\20];3433;33-5612BMD-R;34
ST-AFS28770-L;5703-08-3518375P;L lišta blatníku;2046903162;MERCEDES-BENZ | C-CLASS (W204) [01\07-01\15] | C 180 CDI (204.000) (2143ccm\88kW\120HP) [04\10-03\14];7787;BZ17022AL;93
ST-AFS28770-R;5703-08-3518376P;P lišta blatníku;2046903262;MERCEDES-BENZ | C-CLASS (W204) [01\07-01\15] | C 180 CDI (204.000) (2143ccm\88kW\120HP) [04\10-03\14];7787;BZ17022AR;93
ST-AFS80810-L;5703-08-3496379P;L lišta předního blatníku;KPF151W30;MAZDA | CX-5 (KF) [11\16-] | 2.0 (1998ccm\110kW\150HP) [03\18-];2408;MZ531016M-1L00;48
ST-AFS80810-R;5703-08-3496380P;P lišta předního blatníku;KPF151W20;MAZDA | CX-5 (KF) [11\16-] | 2.0 (1998ccm\110kW\150HP) [03\18-];2408;MZ531016M-1R00;48
ST-AHB14580-L;6508-05-0064241P;L uchycení světlometu;51647422293;BMW | 3 (G20, G80, G28) [11\18-] | 2.0 320i ActiveFlex (1998ccm\135kW\184HP) [01\21-];883;BM31A12AL;7
ST-AHB14580-R;6508-05-0064242P;P uchycení světlometu;51647422294;BMW | 3 (G20, G80, G28) [11\18-] | 2.0 320i ActiveFlex (1998ccm\135kW\184HP) [01\21-];883;BM31A12AR;7
ST-AHB14610-L;6502-08-0092201P;L uchycení světlometu;51642990179;BMW | X1 (E84) [03\09-06\15] | sDrive 16 d (1995ccm\85kW\116HP) [04\12-06\15];2402;BM060006B-0L00;24
ST-AHB14610-R;6502-08-0092202P;P uchycení světlometu;51642990180;BMW | X1 (E84) [03\09-06\15] | sDrive 16 d (1995ccm\85kW\116HP) [04\12-06\15];2402;BM060006B-0R00;24
ST-AHB14780-L;6502-08-0068203P;L uchycení světlometu;51647377803;BMW | 5 (G30, F90) [09\16-] | 518 d (1995ccm\100kW\136HP) [07\18-06\20];3055;BM43A12AL;31
ST-AHB14780-R;6502-08-0068202P;P uchycení světlometu;51647377804;BMW | 5 (G30, F90) [09\16-] | 518 d (1995ccm\100kW\136HP) [07\18-06\20];3055;BM43A12AR;31
ST-AHB29220-L;6508-05-0082263P;L uchycení světlometu;51647378745;MINI | MINI COUNTRYMAN (F60) [10\16-] | Cooper (1499ccm\100kW\136HP) [10\16-];1020;MN01A12AL;12
ST-AHB29220-R;6508-05-0082264P;P uchycení světlometu;51647378746;MINI | MINI COUNTRYMAN (F60) [10\16-] | Cooper (1499ccm\100kW\136HP) [10\16-];1020;MN01A12AR;12
ST-AHB84310-L;6508-05-1620241P;L uchycení světlometu;F25136UAMA;NISSAN | QASHQAI III (J12) [04\21-] | 1.3 DIG-T (1332ccm\103kW\140HP) [04\21-];68;DS7KA11FL;1
ST-AHB84310-R;6508-05-1620242P;P uchycení světlometu;F25126UAMA;NISSAN | QASHQAI III (J12) [04\21-] | 1.3 DIG-T (1332ccm\103kW\140HP) [04\21-];68;DS7KA11FR;1
ST-AHB90111-L;6508-05-8140243GP;L uchycení světlometu;5321402200;TOYOTA | COROLLA combi (_E21_) [02\19-] | 1.2 (NRE210) (1197ccm\85kW\116HP) [02\19-];1433;TYS60522Q2L;23
ST-AHB90111-R;6508-05-8140242GP;P uchycení světlometu;5321302210;TOYOTA | COROLLA combi (_E21_) [02\19-] | 1.2 (NRE210) (1197ccm\85kW\116HP) [02\19-];1433;TYS60522Q2R;23
